order_id,products
1032562,8424 42244 48679
1032627,11777 26209 47788 239 35286 4920 1181
1032665,32163 23765 12606
1032695,34243 8518 28745 22224 40593 45842 41950 47766 5785 16185 27966
1032696,24838 42536 47209 5708 37646 24852 42265
1032755,47616 27845 11534 19057 24276 47830 30391 22548 33055
1032827,13712 820 21380 11599
1032889,14947 41220 46886 40198 47209 21777 3957 2086 27966
1032894,5120 45056 260 36869 29447 32106 10768 44310 16441 13176 20345 26940 27966
1032910,13176 18465 45066 49235
1032985,41953 13858 31717 44449 28008 20169 23916 38383 15700 47318 28348
1033033,5818 29487
1033081,35458 44229 23977 28738 28175 32562 17621 33950
1033084,None
1033091,7179
1033203,39408 35042 24218 35784 6187 5744 5128 12916 12986 13755 7644 43933 15902
1033224,33452 29487 4562 24852 8920 4605 44799
1033309,42244 3880 24973 31343 17461 47766 17400
1033315,None
1033351,30233 31717 47526 42701
1033364,7559 10296 31955 47766 13431 47672
1033371,13176 43352 10498 23915 16797
1033433,49192 31506
1033519,31623 32052 13629 19862 42719
1033569,6104 24082 37067 14084 45123
1033673,4472 38274 26282 21137 13176 45066
1033678,20448 47219 17957 29015
1033686,12576 39947 7781 47144 15433 21131 7693 27086 24852 47977 10840 31764
1033705,5025 17794 12004 27845 45254 48130 25134 9808 22290 38293 28985 23165 42768
1033828,48220
1033838,42265 42450 37919
1033862,5385 2954 37742 21137 21938 24852 43352 46875
1033871,None
1033963,48094 49236 4605 34126 4799
1034128,27845 47630 14992 8277 13176 6361 21083 17021
1034176,49235 14947 44422 44359 15592 16521 41842 38067 24852 32757 43768 26298 33468
1034274,8352 9387 33095 29447 37460 28439 43352 8025 23580 16797
1034282,26209 16797 24852 47766 11512 42585 19677
1034368,34249 46906 21162
1034373,25832 18465 28204 47766
1034374,14161 29223
1034595,8424
1034617,22825 48628 44753 17044 8277 43961 10749 14335
1034640,27104 27845 28199 35383 21938 21334 3765 47734 22935
1034722,24852 44142 47766 12144 45603 36772 36848 49520 39475 18618 22474 45374 33731 27845 5194 42701 16083 28123 20574 43999 12258 8424 10605 4462 21616 10132 40063
1034759,18201 42090 13595
1034768,12078
1034815,21616 30169 22935 2086 36906 21195 7948 35951 16528 20178 39475 47156 45013 24534 33303 44632 38777 5237 22035
1034840,6722 15011 38539 8518 35851 33388 45965 35503 25659 21903
1034933,37590
1034966,9825 27715 28199 38033 13292 31343 21137 44632 43961 25340
1035051,2120 37067 38739 36550
1035070,11777 29987 26283 21903 38739 24852 49111 25588 29594
1035140,4642 45447 42508 2732 18095 35958 32285
1035180,25824 17872 39812 28934 21616 21777
1035184,27845 47626 27316 24852 33754 16797
1035242,47209 13629 45063
1035243,33000
1035372,28934 15366 6182 16797 8174 29487 9554 21783 13176 22959 4605
1035406,40002 14159 24852 16965 42719
1035415,45615 28752 19057 36662 29615 16797
1035465,None
1035583,38400 21925 37065 28848 30840 8858 4605
1035617,23915
1035683,22313 12302
1035687,21100 35221
1035705,18465 13829 23879 27344 49235 28342 34551 24184
1035790,47626 33668 34310 23815 22025 5258 5134 16528 22035 24852 38293 22935 34823 16154 14491 1818 37029 26790 28199 23047 18441 45066 5951 44098 11078 28745 5450 6348 13517 27086 27729 13646 25949 19046 45416 2537 40171 23801 18811 46206
1035791,47734
1035902,10411 35372 23909 7567
1036030,21903 37919
1036056,28427 25332
1036064,35336 13176 36189 1150 22151
1036065,9058 37158 19049 26032 29527 22008
1036073,16747 47547 18502
1036091,21890 38799 46023 17163 3919 47087 20720 21652 9175 16696 47892 33787 40925 6047
1036092,28985 6841
1036212,19202 22788 33548 24852 16668 24613 22825 13740 38192 2014 16953 27966 33351 5450 29392 39160 18135 31960 28634 34013 41950 46817 16234 7533 9076 24184
1036266,5258 20114
1036348,21376 26177 39303 22825 5322 47209 13176
1036407,36792 41750
1036554,36865 49122 45066 21616 19057 47026 32691 26648 20345 28986 23645 19678
1036572,8993 16518 4210 1458 31764 41302 25908 186 41278
1036573,12674 40516 47766 6734 29487 42579 9934 17878 4472 45693
1036578,3682 17092 7461 2024 45066 2295 22159 28849 47766 38383 24184 30463 15290 33647 31964 35594 4799
1036613,34523 23803 32110 29487
1036664,12395 812 37582 45279
1036713,35108 28934 11078 35951 47766 17948 27845
1036795,1979 38504 11250 29487 21616 8626 34243 44661 35163 33055
1036813,34244 37029 329 38666 10763 26317 16206 49588
1036847,47216 11408 17862 47144
1036861,18288
1036898,45453 23165 39408 43122 6101 34358 48857 4605
1036924,37212 29615
1036930,27521 39812 35845 5130 24964 13872 19801 32156
1037008,44371 15100 44475 36758
1037062,8048 25588 19660 16797
1037079,1999 25659 39877 45007 8424 48745 47626 23094 38383 21616 44632 22035 41588 34358 15823 24184 28985 13563 35535 31717
1037134,8739 19894 31945 11888 21137 31510 26453 36438 22825
1037205,26736 43961
1037226,21195
1037271,26790 9421 43086 43768 13176 30233 40479
1037272,30720 33863 25783 5785 41276 38558
1037312,14852 5385 8080 43295 37158 39719 38185 23594 33452 33198 26165 6585 11452 8638 36085 41665 35914 5068 36431 41273 36956 3044 40486 48104 43631 27966 13176
1037339,35072 19660 2966
1037464,5068 10957 24852 38456 15130 16797
1037521,12341
1037584,6980
1037676,32240 47717 32360 5194 25197 26128 22227 34584 23579 2014 38533
1037702,15680 43721 19660 43534
1037788,8390 44641 46979 196 3526 14118 3592 34321 34483 45301 15446 29828 19386 7419 6789
1037802,19488 32819
1037852,23363 45158 10673 32104 5385 20167 43631 12817
1037888,30720 26497 29668 27845 38504 30668 42606 43352
1037924,7781 24852 8138 8087 46676 47766 42265 5337 20842
1037984,28985 35108
1038004,43459 18599 4138 38151 44142 12980 22581 41238 7255 24184 121 3868 27325
1038015,13870 432 45106 19508 39928 39228
1038077,3957
1038116,8803 26604 27790 34551
1038336,6184 40939 31343 33043 33081 23423
1038360,10827 38275 44683 8518 10603 13198 13176 4562 40310 37687 46667 20600
1038424,3397 28682 29675 8277 30391 4920 24799 13885 5973
1038446,26209 24561 14084 45445 28071 27817 45066 40268 21903 2480 39409 24082 9076 16521 24852 16987
1038465,26914 32455 6184 3298 38928 43154 41276
1038510,44635 4414 34862
1038539,11520 28289 23650 14853 25767 33000 12745 16589 21903 19048 45013 22935 46906
1038549,40199 47209 6348 9839 38526 31577 13176 5785 5212 27966
1038557,10673 43352 25715 13176 8153 18362
1038652,11520 32578 7010
1038738,7274 36763 30055
1038766,18465 26629 36865 19048 47209 12237 39374 45007 30192 31506 49044 8309 44632 43673 10831
1038819,260 40174 5550
1038836,1577 31444 21527
1038838,11087
1038842,39657 15541 32455
1038868,28928 14498 29494 18696 5101 29487 43352 7379 9076 38293 5782 41273 40723 4889 49381
1038872,24221 10305 21137 47209 39275 781 1199 19057 5491 24852 33120 34137 49044 13629
1038995,13176 8571 12732 7862 49463
1039017,23296 42598 28199 33548 23410 24852 44156
1039053,36517
1039108,46274 13287 17731 8367
1039149,31808 38817 26604
1039181,11865 21903
1039205,24852 28204 6046 9076
1039214,17008 2961 43209 31562 39408 48657 35124 44085 44570 19003 26384 16277
1039422,None
1039521,6187 27845 32747 43789 43662 13263 24852 47766 30489
1039525,None
1039548,4960 38596 45064 47242 26030 27796 42460
1039582,5748 36885 27966 15902 7781
1039597,10912 47209 45066 24852 21174 27292
1039627,38273 47042 40229 10017 37646 10644 13176 29370 28123
1039710,26369 44359 47387 15630 21903
1039770,18465 37825 25931 35821 22035 41588 8277 41273 43961
1039841,48679 49416 8239 432 8277 33401 39485 17758
1039849,41920 48679 8424 41007 21938 42585 46906 21903 22556 38650
1039902,24838 47877 42598 28199 16906 13944 41148 27325
1039995,24838 48679 12395 19820 19057 38073 20734
1040059,41539 27652 43154 46088 38444 5258 24362 29437 11885 48015 17080 4493 33065 25304 2120 13245
1040076,26369 42244 389 44359 21903 21137 4562 20632
1040098,43040 24854 26309 5161 26604 24852 3957 31766 19625 39348
1040152,15937 47780 1446 24838 19437 46676
1040153,None
1040200,10441 10258 19972
1040258,45504 13176 14874 34969 45007
1040267,10912
1040278,6182 30638 43631
1040293,6184 10473 47402 13575
1040431,16797 43789
1040516,3298 45603 12524 24852 8153 37052
1040536,17316 36070 18534 23687 33129 37131 49517 38544 24852 23029 34134 43641 15290 13083
1040543,11520 24852 31717 1463
1040548,23687 44168 16650 48784 31762 49683 25495 34969 32029 5025 6535 1319 41129 28715 28204 19766 41787 28993 32331 8017 25171 2653 23008 9697 43621 33894 38504 23405 9839 34931 9725 43263
1040597,11520 11777 13176 14467 33768 16759 26604 32622 35857 5876 47766 22935 39928 23801 8859 35004
1040604,45066
1040649,29987 27845 10246 22451 42701 21903 14992 49235 1940 47229
1040753,790 9839
1040946,18441 22507 25133 21137 12341 13176 8571
1040976,13176 18744 1194 33198
1041021,47209 33198
1041047,47873 20738 11143 8968 23951 34448 24852 11925 20119 45603 28199 39475 29623 19006 14917 27086 18523 4957 7780 47209 19057 46324 29045 4989
1041104,5785
1041112,6274 21563 32404 24235
1041120,19824 9411 630 39275 24528 24915 10070 16797
1041191,31506
1041198,18439 6825 2026 13166 10895 41488 9615 19863 18171
1041322,36736 14147 32836 21350 49355 35600 10673 32478 25367 38200 3931 38494 42078 5183
1041379,17828 49520 7353 15290 14780 16797 27903
1041429,6568 40756
1041473,7969 18594 44471
1041531,None
1041584,48230 47209 37687 13176 44795 17628
1041618,352 5025 10673 17008 35921 2078 7166
1041625,13176 21616 40462
1041679,30489 28745
1041729,None
1041735,32360 18109
1041757,46720 47626 4317
1041759,25469
1041897,15906 19816 24489 36011 28204 42445 44560 9076 5077 13176 5876 28476 27966
1041908,8193 40261 3594 32684 25584 5618 24852 18362 42495 39301
1041958,None
1042000,40449 24834 22950 47977 47626 44514 44910 20178 9076 47766 23288 890 19678
1042037,None
1042114,10177 17794 18465 21616 26165 25718
1042197,33198 43631
1042428,2825 43789 5646 21903 21137 41750 30169 6297 43295 38689 22825 13746 12597 18362 41909 17600 43713 33731 27845 41433 32864 33000 47209 41331 5876 10998 23977 13176 24058 42110
1042450,10912 33636 40278 11078 48423 24810 19623 21709 35568 26002 39190 9595
1042520,21616 33401
1042522,47144 32864 47626 25890 4605
1042563,26209 34466 21903 46906 29487 1086
1042642,35752 13249 5077
1042678,29156 29479 5212 31477 37687 16508 8574
1042699,None
1042725,24852 46820 13733 42495
1042744,45504 44632 8277
1042824,46979 24964 30406 8424 49610 27086 49424 47626
1042845,11352 35946 7781 24838
1042880,11136 36070 24838 12456 46667 24492 41743 2228 16759 13176 30463 39877
1042909,None
1042939,3800 33000
1042940,None
1043039,11365
1043087,44 31964
1043119,30336 32099 47044 22533 25767 12745 11499
1043287,12858 10551
1043314,27845
1043354,47626 3884 26096 35794 41588 39739
1043457,34013 34047
1043499,45504 30561 40706 47209 43858 35221 36857 7963 8021
1043602,25466 27418 35221 45158 5047
1043640,33368 4724
1043641,9825 44359 13225 30391 16759 42265
1043700,8440 10275 24852 48205
1043790,None
1043800,38464 34243 12069 49383 33352 35951 24852
1043834,13176 42265 30558
1043889,13536 42625 10819 37096 47209 14218 36459 29646 47409 1940 2519 7644 16797 31134 28511
1043890,39657 13914 12427 8843
1043903,31342
1043943,11520 23029 42623
1044029,16797
1044099,7733
1044140,21049 15290 49683 23919
1044177,49026 10315 6341 14924 31915 23148 16363 39121 31596 21903 8277 30011 29307 29341 7773 26869
1044213,45763 27845 21616 43122 39577 22328 13113
1044223,23423
1044295,20955 21288 21292 39275 5068 27790 9839 43352 12341 6184 13176 8571 37919
1044297,None
1044305,4994 18883 18502 22504 46676 4920
1044309,49235 42803
1044323,14633 41690 38164
1044439,4713
1044474,29447
1044488,196 13575 6184 19660 38928 36472
1044505,38689 40878 22035 21497 6104 43961
1044563,22849 32419 24964 31717 16521 23178 46667 19660 35535 47766 43961 28985 43290 21903 37215
1044606,30827 6758 21195 29223 24135 39275 8048 32689 33106 13176 16797
1044656,23594
1044657,3896 21009 24964 42255
1044765,18599 39275 2256 20082 23431 3959 49628
1044782,41665 16083 28476 26201
1044785,37029 33731 35140 43654 42374 39303 27402 46667 14764 1443 5646 21267 3957 40310 43768 33125
1044855,None
1044930,44632 11777 25659 11712 24838
1044978,23288 47040 13176
1044999,6448 16234
1045078,35507 5782
1045089,35939 47766 42315 5876 42701 8174 32655 21616 24852 9387 34358 31127 48697 25146 4605 31717
1045092,21344 21766 37067 28204 17807 39024
1045184,21513 46676 39190 20119
1045243,35715 39276
1045262,None
1045389,26369 8739 6187 30489 37646 42768 46755 27511 43768 42265 35547
1045440,28199
1045548,42265 34197
1045697,836 40709 6760 38890 28427 4493 33198 10673 6258 14420 1006 22425 40285 7781
1045763,21903 30450 27156 6873 39928 16185
1045773,27392 27521 40706 17419 7175 47209 37355 33135 46226 22935 6104 41950 45535
1045786,16283
1045796,47097 5068
1045861,5479
1045864,15613
1045944,33080 13176 1099 23125 25533
1045981,18370 17803 7781 8518 3464 39947 18159 5746 8277 31964 10749 2078
1045996,26209 40706 46979 17352 47626 35628 24852 42615 24184 9020 16797 7646
1046002,None
1046012,44632 43961
1046017,46616 13176 29077
1046026,33000 22802
1046122,15649 5258 30957 29582 13176 43122 5876 1336 920 43772 15146
1046153,12896 17794 27086 35951 21137 24082 10132 22935 21903 23165
1046213,18026 27845 30391
1046255,7104 27303 22084 14167
1046289,18465 31915 2953 37067 35989 30489 27966
1046411,17601 34050 22275 13388 40621 5460 47766 39993 18362 43772
1046455,24964 39877 8424 38890 20113 24184 42265 23805
1046470,44570 44924 7509
1046484,42736 5785 42356 9477 39982
1046500,None
1046529,5825 19939 49098 38383 22679 46906 16797
1046534,43352 21137
1046540,22512 10644
1046549,26209 18465 38650 47626 1511 36012 6541 20082 44372 49044 29594 33467 12618
1046731,38928 1729 6184 35561 39408 13042 13535
1046748,24184 26985 17634 45116 4562
1046766,None
1046770,4605
1046895,42736 41220 34126 47766
1046929,24964 34126
1046968,329 39275 21137
1047114,27344 24964 5450 21616 4086 41950
1047139,45951 34117 6985 14477 37646 42671 32852 10490 8251 33245 22559
1047186,26209 34044 3397 47759
1047250,40545 14084 32134 28204 21903 43352 43961
1047251,30960 20738 32403 49445
1047367,30592 24838
1047524,45548 8274 7419 26172
1047561,44487 39719 31789 6318 16797 23410 20659 11182 38739 7901
1047570,27548
1047619,48672
1047645,26209 35939 24964 31720 5450 31506 13870 44632 32402 44948 29077 13176 9177 47626 16254 5621
1047653,27845 4957 48775 22504 651 21903 41844 38650 16349
1047729,47141 33351 2536 22089 25581 38511 10504 15860 42333 16541
1047774,1408
1047809,None
1047873,6184 43721 22802 22362 43739 31102
1047879,29660 20842 20995 42828 30323
1047886,1443 39877 3599 19057 47766 13176 15707
1047934,32578 40706
1047967,None
1048012,5451 13292 4781 47766 45437 3583
1048017,16616 22825 29987 13517 8590
1048035,26604 35725 12206
1048067,5575
1048091,4920 17122
1048138,5450 24830 40310
1048186,31557 27966
1048287,None
1048302,37266 20955 27621 40734
1048385,8193 33029 49441 33716 4605 21822
1048386,30160
1048420,14853 43654 30471 12745 27530 8174 17553 12756 22935 12409 41694
1048455,8953 30827 12341 3798
1048462,13984 29307 42052 36550 24852 47209 21616 10130 15700 11481 5876 35451 33438
1048463,41665 30450 6347
1048532,7969 23322 24852 48645 28993
1048537,22849
1048558,33768 26604 27344 49235 40852 4920 24852 37119
1048565,13176 8048 32079 42475 32689
1048631,13176 6184 30827 31805 31985
1048642,29447
1048732,30970 1194 8594
1048784,27344 34635 36550 11182 22825 26283 42701 37646 19678 47672 22035 27454 19382 1463 12312 26315 37687 40063 18814 27966 21653
1048922,32033 39618 4879 45296 23322 20955 11983
1048946,26177 41010 24852 31433
1049012,31371 14947
1049032,47626 34358 2086 27086
1049045,12384 21137 45210 35851 24852
1049072,15937
1049078,27104 39812
1049088,39361 38277 33575 1354 6317 47439 43858 3634 44375 47993
1049145,9387 196
1049152,38400 5025 45 14947 35591 41787 28842 14861 30989 49520 14897 20082 24852 35989 26209 4591 31553
1049161,33768 19660 9007 33000 13176 16283
1049169,43409 33787 1364
1049179,21057 37442 44035 24964 19272 5258 19660 8174 45007 48848 14805 3382 14074 43695 36586 13598 34005
1049188,6166 12614 47626 17323 32465 21938 19766 20919 26587
1049285,22021
1049317,26201 2651 46979 20309 10017
1049322,49098 34956 37646 14992 24852 46676
1049404,41408 26209 8859 13798 33000 36714 19660 11520 21137 33198 37046 4472 43001 44987 21405 43295
1049473,24184 18288 38683 47766
1049492,4562 10360 25466 10749 37646
1049497,39242 24100 18818
1049562,19660 24852 44359
1049567,13249 39591 30824 4137 9547 25900 42913 26224 7585 27954 36691 22452 1911 48762 2639 26300
1049609,44389
1049719,31553 34358 17319 37029 9387 38544 9363 37718 42265 283 41597 39871
1050074,47521 18531 41220 6341 34126 42736 26131 41844 16182 2748
1050081,28993 5025 40586 14705 21938 15956 47734 39991 48568 26459 47325 45566
1050168,27104 25095 40706 46979 5251 18599 47912 39275 45 44014 45007 21137 31683 24852 12206 21497 42265 12456 10749 8309
1050257,8048 651
1050272,None
1050318,45066 24852 2838 47766 36735
1050366,27336 311
1050424,39558 45066 30639 21137 2450 7315 30233 5450
1050436,32160 26083 49544 28427 16556 32047 5460 36086
1050545,28688
1050588,24359 37067 37646 41007 47792 22935 24125
1050622,21616 47626
1050633,None
1050962,26209 40706 16995 36865 30949 36070 37841 23047 47626 37067 13263 7120 28465 38739 1940 8277 22935 260 35163 10749
1051038,13176 31912 12078
1051160,12099 33000 21333 38139 31964 4317
1051262,43154
1051284,None
1051363,31477 19660 4957 27086 8021
1051398,31242 21903
1051420,3594 34898 17615
1051452,40332
1051460,33026 49191 1875 29848 26620 15902
1051488,4920 17122
1051501,42240
1051526,34262 28535
1051575,33956 18439
1051598,4866 32550 10279 2742 6265 11678
1051770,40709 25513 24362 38444 36664 27388
1051821,17469
1051925,29487
1051931,32331 23909 16797
1051944,33572 38988 42803 26165 21910 6361 17949
1051965,3318
1052064,27104 32679 44042 25804 29487 24852
1052121,34466 18883 14218 42828 26317 8174 29487 23288 46979 26165 24024 28985 27695 47759 15902 21077
1052163,26620 27527
1052165,37355 7014 3464 9047 23288 13838 25487 42768 32689 8021 2999 21304 28123 3007
1052253,48595 24852 33125 32429
1052320,None
1052325,13249 33956 48292 5670 47686 43644 3631 47766 5337 21903 12380 34398
1052401,36550 41319 33351 8075 13357 274 27796 34197 41176 41435 27966
1052433,13176
1052447,12916 19660
1052475,12576 26209 17794 46979 9104 22825 8138 27959 28204 9839 49683 20754 31315 8638 28985 20345 34270 3957
1052581,49279
1052593,500 9358
1052601,47873 27690 2732 14126 25199 21872 41329 18670 34448 18811 8444 6015
1052616,18721 40897 19363 23909 43206 33671 23241 17931 49198 7443 12276 14901 40534 26425 22108 30877 31134 40885
1052681,38400 26209 48933 3665 27977 28204 12397 28993 20785 49683 34358 19610 30682 11710
1052817,44632 49520 41722 21709
1052821,None
1052856,14729 33198 14261 47097 32156 21502 5077
1052874,16768 3872 48260 19057 13166 21137 13176 4605
1052900,28199 47977 26604 35762 38003 44085 22359 43352 926
1052921,26604 27966 11477 13176 47547 31518
1052945,21267 24852
1052954,None
1052995,16425 40939 46061
1053031,34565 21288 20842 19348 40310 43768 10749
1053038,15872 26209 17794 34244 24184 23329 10385 38889 30391 35951 6104 49235 5876 8277 2966 1463 13176 28985 15226 39247 41950
1053053,9076 28204
1053054,21938 18844 21174
1053091,14897 5818 24852 44277 18135
1053094,17794 28934 9036 3376 28849 436 47766 22260
1053265,33572
1053271,45441 9275
1053277,3873 32650 21137 3126 43928 27325
1053354,28999 14633 5194 13740 8277 17429
1053387,5120
1053472,28993 47070
1053508,33184 12481 22724 17670 28296 33852 19953 26324 23734 34940 47140 47611 46172
1053642,27830 36670 19863
1053678,None
1053692,844
1053716,9825 27845 26062 27086 2326 17720 25753 44987
1053741,49683 49235 27845 16083
1053848,8339
1053853,9120 28449 17122 40454 37576 39276 17650 30062 37487 12024 35762 5077 40310 43352 44441 6735
1053857,31140 33452 4605 15999
1053903,7781 31343 34824 47209 23630 21903 22035 21137 10163 5876 5077 39702 4920 13870 36956 5438
1054029,14704 10305 42633 39408 24852 46906
1054066,47156
1054083,32864 17794 24964 44359 2825 6141
1054135,26369 17206
1054214,32923 33147 44683 27790 17902
1054217,46056 34362 33687
1054303,38988 40396 24852 21903
1054416,19906 42504 11210 35565 42672 25745 19348 36023 24184 24852 47626 5918
1054459,24964 44422 3339 7948 5646 2716 18465 25256 13852 16882 14766 28985 26940 39108 5959 41290 6104 34401 34530 35939 8174 36082 13176
1054519,31041 1158 9881 27690 19691 37646 17871 47280 22963 5876 47766 36857 24852 18618 17948 41290 1694
1054642,10180 29900 9623
1054825,852 30406
1054860,48370 42557
1054916,12107 46175
1054993,21506 21137 22290 49175 44828 11422 19816 11440 1463 18362 27966 4544 4163 44359 17487 26209 35939 33000 15981 9839 19057 5876
1055116,None
1055153,40706 6343 28204 40174 13198 20574
1055234,None
1055251,25272 22825 32927 42736 5479
1055391,48104 28985 38596 24852 20574
1055392,35777 49543 44161 14130 22610 34234 27356
1055413,48736 27845 7559 5450 44632 5077 13431 13176 30233 32959 35221
1055484,8352 4635 31766 28118 46175
1055485,23713 8898 11331 45066 42562 24852 22583 3032 3389 16223
1055492,33129 49235 46692 14633
1055576,42265 45066 38689
1055591,31075 10492 29694
1055854,21089 46338 37067 23333 7751 22920 27179 32428 10321 18610 45239 27865 13086 31991
1055998,30489 29388
1056008,32424 17545 26730 37611 22989 35921 41818 21243
1056020,1444 11882 41808 24852 47125 49111
1056145,19660 46061 30591
1056174,40571
1056308,4065 34993 9416 45066 1804 34893 15406 17273 11421 32776 48946 6740 26294 25623 19705 30461 17183
1056353,1 4354 39681 397 2449 36758 29346 17318 18987 28204 29615 46773 37687 48568 12218 43199 39877 17350 32855 43352 46266 23909 40815 4210 9076 31355 44799
1056400,17920 29574 21903 39409 44116 8859
1056446,5785
1056447,49026 36070 329 35951 19057 42450 47766 13176
1056484,37188 34249 49683 10296 5212 31007
1056522,21288 18523
1056611,45603 21903 18993 18963 35221 2265 11707 43262
1056620,31992 18964 35990
1056664,11140 44636
1056667,24852 28204
1056740,44371 46149 21903
1056781,29698 16900 40199 19948 24852 15134 19871 16290 32293 48423 34350 15290 46453 31700 32981 42460 10333 31970 33000 26348 44142 10995 42356 117 42110
1056785,38720 37067 41806 3952 38739 12756 8174 1463 30233 37754 11422
1056804,33768 13176 25802 8571
1056815,13176
1056868,30233 2962 24852
1056897,None
1056915,49381 47242 39275 28204 6383 14992 47766 38267 16797
1056990,20995 39877 38383 6740 14870 24852 18362 33788 41950
1057038,35417 29820 38558 4209
1057039,24838 4406 13621 13646 3957
1057041,18465 9808 17123 25832 47209 6508 21616 41950 13176 5785 14778 5212 46906 27966
1057084,25346 38510 21903 21137 48116 17461 40311 13176
1057100,17872 2825 25718 44246 33198
1057160,10912 23909 44799
1057262,17638 17871 25138 38739 5876 13176 5115 4605
1057349,35221 22935
1057386,33768 41593 4796 21678 47766
1057403,46667 21903 15221 31717
1057405,3265 33000 35561 43352 13176 8571 16797
1057411,15153 12427
1057427,21506 12935 3466 6933 44397 33198 7412 3957 21847 38777 27966 12693
1057457,27104 42585 21903 24964 43295
1057560,3880 7116 23341 6201 46842 44733 3039
1057606,19057 47900 19862 45007
1057627,8193 17795 24964 27845 8518 4332 30382 49236 34969 24852 5818
1057635,42356 7562 43789 11182 2063 41844 30233 3896 30169 4799
1057652,13176
1057656,None
1057665,19459 30222 17795 47766 24184 37849 19068 19389 41950
1057666,28226 27625 14764 30450 13166 32655 21137 31506 24852 12341 4920 18811
1057678,None
1057791,27521 40571 35628 5612 5450 28204 27759 14992 24852 35221 36695 13740 4605 27966 8053
1057830,40632 47209 5876
1057849,33881 30291 24852
1057916,5876 2078
1058119,47209
1058139,31553 9639 48559
1058215,3298
1058256,9825 7026 25718
1058264,5985 6184 16974 31805 21288 4724 4920 8571 16797 32478
1058283,25890 49683 38293 44142 21903
1058317,13378 14715 24135 21288 5258 21903 9076 43352 42265 890 33147 15772
1058374,27845 7054 35887 21872 4920 31506 343 13176 41787
1058427,21376 26209 34262 7781 37576 31305 20842 28427 27133 21553 6450 3146 5077 40310 13176 14809 33754 3990 43772 27325 21333
1058460,17731 11463 5450 941 35825 4920 30170 15100 29373 44799
1058571,42768 24009 48775 20383
1058605,12099 47209 10749 43122 29363 3957 329 30776 44765
1058615,8277
1058680,14432 32768 44290 2563 44106 23549 37250 30845 43872 23665 4210 12339 30356 47006 470 41273 37113 44570 16890 25854
1058735,49520 14147 5782 15399 5640 33129 28835 2797 7631 34320 18019 49683 44245 23734 7736 44410
1058758,33000 17313 39275
1058760,17794 38383
1058794,37766 28785 24852 34358 35321 34969
1058850,22151 14633 26283 43662 43961 5106 22227 47766 37687 5785 19611 33055
1058869,40992 16290 35939 44142 29487 14992 28849 41463 41690 21903 35004
1058902,47843 49198 49054
1058975,26209 17634 34243 38662 47209 25931 8174 43352 16883 24852 47672 49401 41757
1059029,196 46149
1059036,13889 35108 43750
1059037,13176 46802 28204 2326
1059069,None
1059119,47100 1138 22395 46676 27937
1059210,31077 1069 43279 23734 35672 6201 5566
1059232,3330 3283
1059237,38416 34024 34702 25232 27125 36185 23800 47353 22620
1059267,21137 33731 34358
1059277,5603 23173 37576 34861 7631 8175 35772 15261
1059291,27104 21903 5876 38293 39190 24852 45007 22142
1059293,12640 8859 48812 12341 10326
1059332,11885
1059339,34949 44683 31506 25371 25630 39984 17461 44471 42356 41787 17224 46281 5450 46413 10831 11984 27730 8021 17622 6104 6361 20957 18272 18531 22247 2664 8174 9839 19057 5876 13176
1059378,45767 45 31343 21137 9076 8758 43961
1059469,8929 42300 43789
1059511,46969 24852 27845
1059566,30057 39335
1059581,None
1059702,3020
1059721,None
1059752,20114
1059883,22699 39428 44325 9510 33671 47144 13866 25931 18670 1702 29265 15923 5460 18439 5818 14971
1059910,None
1059953,18465 28931 21573 36070 49517 24852 35289 16570 41915
1060086,None
1060145,23288 12341
1060238,None
1060302,15558 2150 2120 38569 27885 45006 12013 49544 38739 30036 1463 5785 31036 39581 6878
1060322,26209
1060431,5876 9421
1060456,8193 12614 2753 12872 36651 24973 27949 21137 20754 13176 6873
1060512,21330 16683
1060572,13512 47209 45603 24964
1060629,14050 28123 22933
1060634,43744 10441 39657
1060663,20641 16797
1060745,None
1060828,42244 47626 28204 43192 47766 13176 20580
1060863,26209 5322 27845 13870 17949
1060879,40709 16486 12140 39190 47866 33787 33754
1061007,21376 26209 9387 17829 47626 12075 25837 16398 42269 23219 19348 33614 29487 554 24830
1061098,27179 5884 14957
1061101,28123 27845 24010 12341 41787 45066
1061113,13176 30169 4957 37646
1061126,46979 33768 5450 43338 28985 28476 45066
1061154,31618 33031 329 22935 30233 26301 29310
1061165,49683
1061224,18370 24612 9896 47209 21267 39661 37646 32433 49235 19678 17878 6985 13176 25146 18908 2078 43967
1061266,40338 14197 17559
1061271,39108 41517
1061343,31433 23233 11140 27966 22935
1061349,17794 45965 21137 45850 2086 48679 46889 25138 2480 21938 40706 13629 27966 21195 79 13176 17235 26769 47209 39275 26604 8174 9839 5876 43768 10749
1061467,28156 13230 8375
1061592,2480 36898 41771 9092 23909 21553 14999 19282 17872 43961 48370 47477 27673 34969
1061634,8104 14568
1061641,46692
1061717,19660
1061753,43265 47141 38620 32650 22667 24269 20463 35056 5077 44156 41674
1061872,48485 19019 4920 21497 7130 41437
1061897,18987 30387 23621
1061904,25832
1061959,20995 26790 23178 8174 22959 21137 40723 17847 13176 2716 43295
1062076,None
1062099,37552 28348 5876
1062166,29487 46979 36144 21903 39408 5337 41787 4605 16415
1062207,31264 17094 41545 20590 29103 23700 47674 33787
1062234,33000 14426 39276 47815
1062329,5785 8667 27966 17878
1062332,28836 26604 7916 4879 22548 32981
